,show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,new_column
65,s613,Movie,Underworld: Rise of the Lycans,Patrick Tatopoulos,"Michael Sheen, Bill Nighy, Rhona Mitra, Steven Mackintosh, Kevin Grevioux, David Aston, Geraldine Brophy, Leighton Cardno, Alex Carroll, Elizabeth Hawthorne, Jason Hood","United States, New Zealand","July 1, 2021",2009,R,92 min,"Action & Adventure, Horror Movies, Sci-Fi & Fantasy","Set in the year 1402, this prequel follows Lucian, the first werewolf to take human form, and chronicles the feud between the vampires and the Lycans.",5
66,s616,Movie,Why Do Fools Fall in Love,Gregory Nava,"Halle Berry, Vivica A. Fox, Larenz Tate, Lela Rochon, Little Richard, Paul Mazursky, Pamela Reed, Alexis Cruz",United States,"July 1, 2021",1998,R,116 min,"Dramas, Music & Musicals, Romantic Movies","In this rock 'n' roll comedy-drama, three women go to court over royalties from the one-hit-wonder singer they all loved — and whom they all married.",5
67,s623,Movie,Lying and Stealing,Matt Aselton,"Theo James, Emily Ratajkowski, Fred Melamed, Ebon Moss-Bachrach, Isiah Whitlock Jr., Evan Handler, Paul Jurewicz, John Gatins, Fernanda Andrade, Bob Stephenson",United States,"June 30, 2021",2019,R,100 min,Thrillers,"A talented thief teams up with an aspiring actress to steal art from LA's high rollers. For their last heist, they're going for the ultimate: freedom.",5
68,s631,Movie,Killing Them Softly,Andrew Dominik,"Brad Pitt, Scoot McNairy, Ben Mendelsohn, Richard Jenkins, James Gandolfini, Ray Liotta, Vincent Curatola, Slaine, Max Casella, Trevor Long, Sam Shepard",United States,"June 28, 2021",2012,R,97 min,Dramas,"When a couple of low-level crooks rob a Mob-protected poker game, a slick enforcer is hired to track down the offenders and take care of business.",5
69,s644,Movie,The Seventh Day,Justin P. Lange,"Guy Pearce, Vadhir Derbez, Stephen Lang, Brady Jenness, Chris Galust, Robin Bartlett, Heath Freeman, Keith David",United States,"June 24, 2021",2021,R,87 min,Horror Movies,An inexperienced priest teams up with a hardened exorcist to stop the demonic possession of a young boy. But darkness lies where they least expect it.,5
70,s703,Movie,Silver Linings Playbook,David O. Russell,"Bradley Cooper, Jennifer Lawrence, Robert De Niro, Jacki Weaver, Chris Tucker, Anupam Kher, John Ortiz, Shea Whigham, Julia Stiles, Paul Herman",United States,"June 17, 2021",2012,R,122 min,"Comedies, Dramas, Independent Movies","A man with bipolar disorder moves home with his parents and makes a connection with a spirited widow, which helps both of them heal in unique ways.",5
71,s719,Movie,Life of Crime,Daniel Schechter,"Jennifer Aniston, Mos Def, Isla Fisher, Will Forte, Mark Boone Junior, Tim Robbins, John Hawkes, Clea Lewis, Charlie Tahan, Kevin Corrigan",United States,"June 15, 2021",2013,R,101 min,"Comedies, Independent Movies","After two small-time crooks kidnap and ransom a rich businessman's wife, they discover a flaw in their plan: Her cheating husband doesn't want her back.",5
72,s722,Movie,Rogue Warfare: Death of a Nation,Mike Gunther,"Will Yun Lee, Jermaine Love, Rory Markham, Bertrand-Xavier Corbi, Katie Keene, Fernando Chien, Gina DeCesare, Michael Blalock, Stephen Lang, Chris Mulkey",United States,"June 15, 2021",2020,R,99 min,Action & Adventure,"As their leader recovers from trauma, a global team of elite soldiers must regroup and stop the deadly plans of an extremist mastermind within 36 hours.",5
73,s741,Movie,A Haunted House 2,Michael Tiddes,"Marlon Wayans, Jaime Pressly, Essence Atkins, Affion Crockett, Hayes MacArthur, Rick Overton, Ashley Rickards, Cedric the Entertainer, Dave Sheridan, Missi Pyle, Gabriel Iglesias, Steele Stebbins",United States,"June 10, 2021",2014,R,86 min,"Comedies, Horror Movies","Grieving after a tragedy, Malcolm tries to start fresh with his new girlfriend and her kids — but supernatural shenanigans find their way back to him.",5
74,s755,Movie,A Private War,Matthew Heineman,"Rosamund Pike, Jamie Dornan, Tom Hollander, Stanley Tucci, Nikki Amuka-Bird, Faye Marsay, Greg Wise, Corey Johnson, Raad Rawi, Jesuthasan Antonythasan","United Kingdom, United States","June 5, 2021",2018,R,110 min,"Dramas, Independent Movies","In this biopic, war correspondent Marie Colvin risks it all to bring back the truth from the frontlines, despite the toll it takes on her own life.",5
75,s783,Movie,Bliss,Lance Young,"Craig Sheffer, Sheryl Lee, Terence Stamp, Casey Siemaszko, Spalding Gray, Lois Chiles, Blu Mankuma, Ken Camroux-Taylor, Eli Gabay, Molly Parker","Canada, United States","June 2, 2021",1997,R,103 min,"Dramas, Romantic Movies","Two young newlyweds seek out the help of unlicensed sex therapist Baltazar, who initiates the couple into the mysteries of tantric sex.",5
76,s787,Movie,Company of Heroes,Don Michael Paul,"Tom Sizemore, Chad Michael Collins, Vinnie Jones, Dimitri Diatchenko, Neal McDonough, Jürgen Prochnow, Sam Spruell, Richard Sammel, Philip Rham, Alastair Mackenzie",United States,"June 2, 2021",2013,R,101 min,"Action & Adventure, Dramas","During the last major German offensive of World War II, a group of Allied soldiers sets out against all odds to turn the war around.",5
77,s788,Movie,Cradle 2 the Grave,Andrzej Bartkowiak,"Jet Li, DMX, Anthony Anderson, Kelly Hu, Tom Arnold, Mark Dacascos, Gabrielle Union, Michael Jace, Drag-On, Paige Hurd",United States,"June 2, 2021",2003,R,101 min,Action & Adventure,"When a jewel thief pulls off a risky diamond heist with his crew, a gang kidnaps his young daughter and steals the loot as a rival agent offers his help.",5
78,s792,Movie,Felon,Ric Roman Waugh,"Stephen Dorff, Val Kilmer, Harold Perrineau, Marisol Nichols, Anne Archer, Nick Chinlund, Nate Parker, Johnny Lewis, Sam Shepard, Jake Walker, Joey Villasenor, Antonio Leyba, Mike Seal, Richard Caruso, Kevin Wiggins, Larnell Stovall, Mara Holguin, Elton Walker, Brittany Perrineau, Esodie Geiger, Jermaine Washington, Greg Serano, Brian Keith Gamble, Mark Sivertsen, Carrie Fleming, Adam Taylor, Chris Browning, John Koyama, Shawn Prince, Christopher Dempsey, Cynthia Ruffin",United States,"June 2, 2021",2008,R,104 min,"Action & Adventure, Dramas","After killing a burglar while trying to protect his family, regular guy Wade is convicted of involuntary manslaughter and thrown into prison.",5
79,s797,Movie,Hostel: Part III,Scott Spiegel,"Kip Pardue, Brian Hallisay, John Hensley, Sarah Habel, Chris Coy, Skyler Stone, Thomas Kretschmann, Zulay Henao, Nickola Shreli, Derrick Carr",United States,"June 2, 2021",2011,R,88 min,"Cult Movies, Horror Movies","In this installment in the popular horror franchise, a bachelor party in Las Vegas turns into a hellish bloodbath for all involved.",5
80,s799,Movie,Love Jones,Theodore Witcher,"Larenz Tate, Nia Long, Isaiah Washington, Lisa Nicole Carson, Bill Bellamy, Leonard Roberts, Bernadette L. Clarke, Khalil Kain",United States,"June 2, 2021",1997,R,109 min,"Comedies, Dramas, Independent Movies",A poet and a photographer take a chance on romance but find their ambitions and baggage could keep them from taking their relationship further.,5
81,s802,Movie,Never Back Down 2: The Beatdown,Michael Jai White,"Michael Jai White, Dean Geyer, Alex Meraz, Todd Duffee, Scottie Epstein, Jillian Murray, Evan Peters, Stacey Asaro, Gralen Bryant Banks, Rus Blackwell",United States,"June 2, 2021",2011,R,104 min,"Action & Adventure, Dramas, Sports Movies",A group of mixed martial arts fighters stars in this action thriller that follows a quartet of brawlers as they prepare for a major underground event.,5
82,s803,Movie,Ninja Assassin,James McTeigue,"Rain, Naomie Harris, Ben Miles, Rick Yune, Shô Kosugi, Sung Kang, Richard van Weyden, Thorston Manderlay, Wladimir Tarasjanz, Eleonore Weisgerber","Germany, United States, France","June 2, 2021",2009,R,99 min,Action & Adventure,A former assassin must protect himself and a Europol agent from a ruthless band of assassins who wish to exist in secrecy.,5
83,s805,Movie,Population 436,Michelle MacLaren,"Jeremy Sisto, Fred Durst, Charlotte Sullivan, David Ames, Cory Cassidy, James Blicq, Martin Trudel, Reva Timbers, Rick Skene, Peter Outerbridge, Dana Horrox","Canada, United States","June 2, 2021",2006,R,93 min,"Horror Movies, Thrillers","A census taker sent to investigate why Rockwell Falls has had the same population, 436, for more than a century, soon wishes he hadn't taken the job.",5
84,s809,Movie,Sniper: Legacy,Don Michael Paul,"Tom Berenger, Chad Michael Collins, Doug Allen, Dominic Mafham, Mercedes Mason, Mark Lewis Jones, Nestor Serrano, Dennis Haysbert, Alex Roe, Yana Marinova","United States, Bulgaria","June 2, 2021",2014,R,98 min,Action & Adventure,"When a troubled sniper begins killing officers he blames for a bungled mission, elite marksman Brandon Beckett sets out to neutralize the threat.",5
85,s813,Movie,Swordfish,Dominic Sena,"John Travolta, Hugh Jackman, Halle Berry, Don Cheadle, Sam Shepard, Vinnie Jones, Drea de Matteo, Rudolf Martin, Zach Grenier, Camryn Grimes",United States,"June 2, 2021",2001,R,99 min,Action & Adventure,"A gifted hacker with a criminal past is recruited by a group of shadowy, seductive figures for an elaborate scheme where nothing is quite as it seems.",5
86,s822,Movie,The Wedding Guest,Michael Winterbottom,"Dev Patel, Radhika Apte, Jim Sarbh",United Kingdom,"June 2, 2021",2018,R,97 min,"Dramas, Romantic Movies, Thrillers","Hired to extract a bride-to-be before her arranged wedding in Pakistan, a hired gun goes on the run with his hostage when his plan unravels.",5
87,s823,Movie,The Wind,Emma Tammi,"Caitlin Gerard, Julia Goldani Telles, Ashley Zukerman, Miles Anderson, Dylan McTee",United States,"June 2, 2021",2019,R,88 min,Horror Movies,"Isolated on a wind-ravaged 19th-century homestead, a frontierswoman begins to suspect that evil lurks in the terrifying emptiness all around her.",5
88,s825,Movie,Welcome Home,George Ratliff,"Aaron Paul, Emily Ratajkowski, Riccardo Scamarcio, Katy Louise Saunders, Alice Bellagamba",United States,"June 2, 2021",2018,R,97 min,Thrillers,"A couple rents a villa in Italy hoping to mend their bruised relationship, but the devilishly charming homeowner can’t seem to leave them alone.",5
89,s854,Movie,Army of the Dead,Zack Snyder,"Dave Bautista, Ella Purnell, Omari Hardwick, Garret Dillahunt, Ana de la Reguera, Theo Rossi, Matthias Schweighöfer, Nora Arnezeder, Hiroyuki Sanada, Tig Notaro, Raúl Castillo, Huma Qureshi, Samantha Win, Richard Cetrone, Michael Cassidy",United States,"May 21, 2021",2021,R,148 min,"Action & Adventure, Horror Movies","After a zombie outbreak in Las Vegas, a group of mercenaries takes the ultimate gamble by venturing into the quarantine zone for the greatest heist ever.",5
90,s866,Movie,Sabotage,David Ayer,"Arnold Schwarzenegger, Sam Worthington, Olivia Williams, Terrence Howard, Joe Manganiello, Josh Holloway, Mireille Enos, Harold Perrineau, Martin Donovan, Max Martini, Mark Schlegel, Kevin Vance",United States,"May 19, 2021",2014,R,109 min,"Action & Adventure, Dramas","A crack team of DEA agents plots a daring heist, making off with $10 million in drug money. They soon find themselves targets of an unknown killer.",5
91,s867,Movie,Small Town Crime,"Eshom Nelms, Ian Nelms","John Hawkes, Anthony Anderson, Octavia Spencer, Robert Forster, Clifton Collins Jr., Jeremy Ratchford, James Lafferty, Michael Vartan, Daniel Sunjata, Don Harvey, Stefanie Scott, Caity Lotz, Dale Dickey",United States,"May 19, 2021",2017,R,92 min,Thrillers,"When a disgraced ex-cop discovers a dying woman, he's compelled to track down her killer — an act of self-redemption that takes him down a dark path.",5
92,s873,Movie,Sleight,J.D. Dillard,"Jacob Latimore, Seychelle Gabriel, Sasheer Zamata, Storm Reid, Cameron Esposito, Dulé Hill, Michael Villar, Brandon Johnson, Donzaleigh Abernathy, Jay Walker",United States,"May 16, 2021",2016,R,89 min,"Dramas, Independent Movies, Sci-Fi & Fantasy","Struggling to raise his little sister on his own, a young street magician turns to drug dealing, unaware of how ruthless his supplier can be.",5
93,s890,Movie,The Woman in the Window,Joe Wright,"Amy Adams, Gary Oldman, Anthony Mackie, Fred Hechinger, Wyatt Russell, Brian Tyree Henry, Jennifer Jason Leigh, Jeanine Serralles, Mariah Bozeman, Julianne Moore",United States,"May 14, 2021",2021,R,102 min,"Dramas, Thrillers","Confined to her home by agoraphobia, a psychologist becomes obsessed with her new neighbors — and solving a brutal crime she witnesses from her window.",5
94,s892,Movie,Layer Cake,Matthew Vaughn,"Daniel Craig, Colm Meaney, Kenneth Cranham, Sienna Miller, Tom Hardy, Michael Gambon, George Harris, Jamie Foreman, Marcel Iures, Ben Whishaw, Tamer Hassan",United Kingdom,"May 13, 2021",2004,R,105 min,"Independent Movies, International Movies, Thrillers","A suave, steely-eyed London cocaine dealer's retirement plans hit a violent snag when his boss asks him to do one more job.",5
95,s905,Movie,Sleepless,Baran bo Odar,"Jamie Foxx, Michelle Monaghan, Scoot McNairy, Dermot Mulroney, T.I., David Harbour, Gabrielle Union, Octavius J. Johnson, Tim Connolly, Drew Sheer",United States,"May 8, 2021",2017,R,95 min,Action & Adventure,"A Las Vegas cop attempts to rob a drug shipment from a casino kingpin, but the heist goes horribly wrong, leading to the kidnapping of his son.",5
96,s917,Movie,Dead Man Down,Niels Arden Oplev,"Colin Farrell, Noomi Rapace, Terrence Howard, Dominic Cooper, Isabelle Huppert, Luis Da Silva Jr., Armand Assante, F. Murray Abraham",United States,"May 6, 2021",2013,R,118 min,Action & Adventure,An enforcer plotting revenge against the ruthless criminal he works for is blackmailed by a mysterious neighbor looking to exact vengeance of her own.,5
97,s927,Movie,Au coeur des gangs,Vondie Curtis-Hall,"Tyrese Gibson, Meagan Good, Larenz Tate, Henry Hunter Hall, Kimora Lee Simmons, Game",United States,"May 1, 2021",2006,R,97 min,"Action & Adventure, Dramas","In Los Angeles, recently paroled O2 teams up with a street-smart hustler when a gang hijacks his car and holds his son for ransom.",5
98,s931,Movie,Due Date,Todd Phillips,"Robert Downey Jr., Zach Galifianakis, Michelle Monaghan, Jamie Foxx, Juliette Lewis, Danny McBride, RZA, Matt Walsh",United States,"May 1, 2021",2010,R,95 min,"Action & Adventure, Comedies","Days before his pregnant wife's due date, Peter lands on the ""no-fly"" list, forcing him to drive across the country with an irritating slacker.",5
99,s933,Movie,Green Zone,Paul Greengrass,"Matt Damon, Greg Kinnear, Brendan Gleeson, Amy Ryan, Khalid Abdalla, Jason Isaacs, Said Faraj, Michael O'Neill, Igal Naor, Raad Rawi","United Kingdom, France, Spain, United States","May 1, 2021",2010,R,115 min,Action & Adventure,"A US Army officer uncovers a conspiracy about weapons of mass destruction in Iraq, launching a crusade that creates enemies within his own military.",5
100,s935,Movie,JT LeRoy,Justin Kelly,"Kristen Stewart, Laura Dern, Jim Sturgess, Diane Kruger, Kelvin Harrison Jr., James Jagger, Courtney Love, David Brown","United Kingdom, Canada, United States","May 1, 2021",2018,R,109 min,"Dramas, Independent Movies","In an elaborate hoax, a young woman pretends to be the acclaimed writer JT LeRoy, a fictional persona invented by her writer sister-in-law.",5
101,s943,Movie,Mystic River,Clint Eastwood,"Sean Penn, Tim Robbins, Kevin Bacon, Laurence Fishburne, Marcia Gay Harden, Laura Linney, Kevin Chapman, Tom Guiry, Emmy Rossum, Spencer Treat Clark","United States, Australia","May 1, 2021",2003,R,138 min,"Dramas, Thrillers","Haunted by a monstrous crime, three childhood friends in Boston cross paths again decades later in connection with a murder investigation.",5
102,s952,Movie,The Sweetest Thing,Roger Kumble,"Cameron Diaz, Christina Applegate, Selma Blair, Thomas Jane, Jason Bateman, Parker Posey, Frank Grillo, Eddie McClintock, Lillian Adams, Johnny Messner",United States,"May 1, 2021",2002,R,89 min,"Comedies, Romantic Movies","After meeting her potential soul mate, a commitment-averse young woman hits the road with her best friend on a wild, raunchy misadventure to find him.",5
